"NFGOVCOFOG_FUNCTION","Overheidsfunctie","NFGOVCOFOG_ITEM","Item","NFGOVCOFOG_SECTOR","Institutionele sector","FREQUENCY","Frequentie","TIME","Periode","Value","Flag Codes","Flags"
"F09_1","09.1 Kleuter- en primair onderwijs","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1300","Totale overheid","A","Jaarlijks","2017","2017",853.1,,
"F09_1","09.1 Kleuter- en primair onderwijs","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_1","09.1 Kleuter- en primair onderwijs","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",669.3,,
"F09_1","09.1 Kleuter- en primair onderwijs","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1313","Lagere overheid","A","Jaarlijks","2017","2017",183.8,,
"F09_1","09.1 Kleuter- en primair onderwijs","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_1","09.1 Kleuter- en primair onderwijs","D7","Betaalde inkomensoverdrachten (D.7)","S1300","Totale overheid","A","Jaarlijks","2017","2017",7.5,,
"F09_1","09.1 Kleuter- en primair onderwijs","D7","Betaalde inkomensoverdrachten (D.7)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_1","09.1 Kleuter- en primair onderwijs","D7","Betaalde inkomensoverdrachten (D.7)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",1938.2,,
"F09_1","09.1 Kleuter- en primair onderwijs","D7","Betaalde inkomensoverdrachten (D.7)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",6.8,,
"F09_1","09.1 Kleuter- en primair onderwijs","D7","Betaalde inkomensoverdrachten (D.7)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_1","09.1 Kleuter- en primair onderwijs","D9","Betaalde kapitaaloverdrachten (D.9)","S1300","Totale overheid","A","Jaarlijks","2017","2017",1.5,,
"F09_1","09.1 Kleuter- en primair onderwijs","D9","Betaalde kapitaaloverdrachten (D.9)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_1","09.1 Kleuter- en primair onderwijs","D9","Betaalde kapitaaloverdrachten (D.9)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",0,,
"F09_1","09.1 Kleuter- en primair onderwijs","D9","Betaalde kapitaaloverdrachten (D.9)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",1.5,,
"F09_1","09.1 Kleuter- en primair onderwijs","D9","Betaalde kapitaaloverdrachten (D.9)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_1","09.1 Kleuter- en primair onderwijs","P3","Consumptieve bestedingen (P.3)","S1300","Totale overheid","A","Jaarlijks","2017","2017",8727.8,,
"F09_1","09.1 Kleuter- en primair onderwijs","P3","Consumptieve bestedingen (P.3)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_1","09.1 Kleuter- en primair onderwijs","P3","Consumptieve bestedingen (P.3)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",5757,,
"F09_1","09.1 Kleuter- en primair onderwijs","P3","Consumptieve bestedingen (P.3)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",2970.9,,
"F09_1","09.1 Kleuter- en primair onderwijs","P3","Consumptieve bestedingen (P.3)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_2","09.2 Secundair onderwijs","TOT","Totale overheidsuitgaven","S1300","Totale overheid","A","Jaarlijks","2017","2017",10778.3,,
"F09_2","09.2 Secundair onderwijs","TOT","Totale overheidsuitgaven","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_2","09.2 Secundair onderwijs","TOT","Totale overheidsuitgaven","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",10265.9,,
"F09_2","09.2 Secundair onderwijs","TOT","Totale overheidsuitgaven","S1313","Lagere overheid","A","Jaarlijks","2017","2017",1517.1,,
"F09_2","09.2 Secundair onderwijs","TOT","Totale overheidsuitgaven","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_2","09.2 Secundair onderwijs","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1300","Totale overheid","A","Jaarlijks","2017","2017",37.7,,
"F09_2","09.2 Secundair onderwijs","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_2","09.2 Secundair onderwijs","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",9.5,,
"F09_2","09.2 Secundair onderwijs","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",28.2,,
"F09_2","09.2 Secundair onderwijs","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_2","09.2 Secundair onderwijs","D1","Beloning van werknemers (D.1)","S1300","Totale overheid","A","Jaarlijks","2017","2017",9738.4,,
"F09_2","09.2 Secundair onderwijs","D1","Beloning van werknemers (D.1)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_2","09.2 Secundair onderwijs","D1","Beloning van werknemers (D.1)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",8371,,
"F09_2","09.2 Secundair onderwijs","D1","Beloning van werknemers (D.1)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",1367.4,,
"F09_2","09.2 Secundair onderwijs","D1","Beloning van werknemers (D.1)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_2","09.2 Secundair onderwijs","D3","Subsidies (D.3)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0.7,,
"F09_2","09.2 Secundair onderwijs","D3","Subsidies (D.3)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_2","09.2 Secundair onderwijs","D3","Subsidies (D.3)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",0.7,,
"F09_2","09.2 Secundair onderwijs","D3","Subsidies (D.3)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F09_2","09.2 Secundair onderwijs","D3","Subsidies (D.3)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_2","09.2 Secundair onderwijs","D4","Te betalen inkomen uit vermogen (D.4)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0,,
"F09_2","09.2 Secundair onderwijs","D4","Te betalen inkomen uit vermogen (D.4)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_2","09.2 Secundair onderwijs","D4","Te betalen inkomen uit vermogen (D.4)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",0,,
"F09_2","09.2 Secundair onderwijs","D4","Te betalen inkomen uit vermogen (D.4)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F09_2","09.2 Secundair onderwijs","D4","Te betalen inkomen uit vermogen (D.4)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_2","09.2 Secundair onderwijs","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1300","Totale overheid","A","Jaarlijks","2017","2017",26.8,,
"F09_2","09.2 Secundair onderwijs","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_2","09.2 Secundair onderwijs","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",26.8,,
"F09_2","09.2 Secundair onderwijs","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F09_2","09.2 Secundair onderwijs","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_2","09.2 Secundair onderwijs","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1300","Totale overheid","A","Jaarlijks","2017","2017",961.2,,
"F09_2","09.2 Secundair onderwijs","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_2","09.2 Secundair onderwijs","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",840.9,,
"F09_2","09.2 Secundair onderwijs","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1313","Lagere overheid","A","Jaarlijks","2017","2017",120.3,,
"F09_2","09.2 Secundair onderwijs","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_2","09.2 Secundair onderwijs","D7","Betaalde inkomensoverdrachten (D.7)","S1300","Totale overheid","A","Jaarlijks","2017","2017",12.3,,
"F09_2","09.2 Secundair onderwijs","D7","Betaalde inkomensoverdrachten (D.7)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_2","09.2 Secundair onderwijs","D7","Betaalde inkomensoverdrachten (D.7)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",1009.7,,
"F09_2","09.2 Secundair onderwijs","D7","Betaalde inkomensoverdrachten (D.7)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",1.2,,
"F09_2","09.2 Secundair onderwijs","D7","Betaalde inkomensoverdrachten (D.7)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_2","09.2 Secundair onderwijs","D9","Betaalde kapitaaloverdrachten (D.9)","S1300","Totale overheid","A","Jaarlijks","2017","2017",1.2,,
"F09_2","09.2 Secundair onderwijs","D9","Betaalde kapitaaloverdrachten (D.9)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_2","09.2 Secundair onderwijs","D9","Betaalde kapitaaloverdrachten (D.9)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",7.3,,
"F09_2","09.2 Secundair onderwijs","D9","Betaalde kapitaaloverdrachten (D.9)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F09_2","09.2 Secundair onderwijs","D9","Betaalde kapitaaloverdrachten (D.9)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_2","09.2 Secundair onderwijs","P3","Consumptieve bestedingen (P.3)","S1300","Totale overheid","A","Jaarlijks","2017","2017",10675,,
"F09_2","09.2 Secundair onderwijs","P3","Consumptieve bestedingen (P.3)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_2","09.2 Secundair onderwijs","P3","Consumptieve bestedingen (P.3)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",9211.9,,
"F09_2","09.2 Secundair onderwijs","P3","Consumptieve bestedingen (P.3)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",1463.1,,
"F09_2","09.2 Secundair onderwijs","P3","Consumptieve bestedingen (P.3)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","TOT","Totale overheidsuitgaven","S1300","Totale overheid","A","Jaarlijks","2017","2017",23.8,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","TOT","Totale overheidsuitgaven","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","TOT","Totale overheidsuitgaven","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",4.1,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","TOT","Totale overheidsuitgaven","S1313","Lagere overheid","A","Jaarlijks","2017","2017",19.7,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","TOT","Totale overheidsuitgaven","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1300","Totale overheid","A","Jaarlijks","2017","2017",9,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",9,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D1","Beloning van werknemers (D.1)","S1300","Totale overheid","A","Jaarlijks","2017","2017",3.7,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D1","Beloning van werknemers (D.1)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D1","Beloning van werknemers (D.1)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",1,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D1","Beloning van werknemers (D.1)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",2.8,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D1","Beloning van werknemers (D.1)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D3","Subsidies (D.3)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D3","Subsidies (D.3)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D3","Subsidies (D.3)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D3","Subsidies (D.3)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D3","Subsidies (D.3)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D4","Te betalen inkomen uit vermogen (D.4)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D4","Te betalen inkomen uit vermogen (D.4)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D4","Te betalen inkomen uit vermogen (D.4)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D4","Te betalen inkomen uit vermogen (D.4)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D4","Te betalen inkomen uit vermogen (D.4)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1300","Totale overheid","A","Jaarlijks","2017","2017",8.2,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",0.3,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1313","Lagere overheid","A","Jaarlijks","2017","2017",7.9,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D7","Betaalde inkomensoverdrachten (D.7)","S1300","Totale overheid","A","Jaarlijks","2017","2017",2.8,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D7","Betaalde inkomensoverdrachten (D.7)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D7","Betaalde inkomensoverdrachten (D.7)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",2.8,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D7","Betaalde inkomensoverdrachten (D.7)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D7","Betaalde inkomensoverdrachten (D.7)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D9","Betaalde kapitaaloverdrachten (D.9)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D9","Betaalde kapitaaloverdrachten (D.9)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D9","Betaalde kapitaaloverdrachten (D.9)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D9","Betaalde kapitaaloverdrachten (D.9)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","D9","Betaalde kapitaaloverdrachten (D.9)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","P3","Consumptieve bestedingen (P.3)","S1300","Totale overheid","A","Jaarlijks","2017","2017",7.9,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","P3","Consumptieve bestedingen (P.3)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","P3","Consumptieve bestedingen (P.3)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",1.3,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","P3","Consumptieve bestedingen (P.3)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",6.6,,
"F09_3","09.3 Postsecundair niet-tertiair onderwijs","P3","Consumptieve bestedingen (P.3)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_4","09.4 Tertiair onderwijs","TOT","Totale overheidsuitgaven","S1300","Totale overheid","A","Jaarlijks","2017","2017",3901.3,,
"F09_4","09.4 Tertiair onderwijs","TOT","Totale overheidsuitgaven","S1311","Federale overheid","A","Jaarlijks","2017","2017",117.5,,
"F09_4","09.4 Tertiair onderwijs","TOT","Totale overheidsuitgaven","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",3815.8,,
"F09_4","09.4 Tertiair onderwijs","TOT","Totale overheidsuitgaven","S1313","Lagere overheid","A","Jaarlijks","2017","2017",225.1,,
"F09_4","09.4 Tertiair onderwijs","TOT","Totale overheidsuitgaven","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_4","09.4 Tertiair onderwijs","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1300","Totale overheid","A","Jaarlijks","2017","2017",288.9,,
"F09_4","09.4 Tertiair onderwijs","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_4","09.4 Tertiair onderwijs","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",286.7,,
"F09_4","09.4 Tertiair onderwijs","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",2.2,,
"F09_4","09.4 Tertiair onderwijs","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_4","09.4 Tertiair onderwijs","D1","Beloning van werknemers (D.1)","S1300","Totale overheid","A","Jaarlijks","2017","2017",2840.7,,
"F09_4","09.4 Tertiair onderwijs","D1","Beloning van werknemers (D.1)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_4","09.4 Tertiair onderwijs","D1","Beloning van werknemers (D.1)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",2628.4,,
"F09_4","09.4 Tertiair onderwijs","D1","Beloning van werknemers (D.1)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",212.2,,
"F09_4","09.4 Tertiair onderwijs","D1","Beloning van werknemers (D.1)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_4","09.4 Tertiair onderwijs","D3","Subsidies (D.3)","S1300","Totale overheid","A","Jaarlijks","2017","2017",34.3,,
"F09_4","09.4 Tertiair onderwijs","D3","Subsidies (D.3)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_4","09.4 Tertiair onderwijs","D3","Subsidies (D.3)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",34.3,,
"F09_4","09.4 Tertiair onderwijs","D3","Subsidies (D.3)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F09_4","09.4 Tertiair onderwijs","D3","Subsidies (D.3)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_4","09.4 Tertiair onderwijs","D4","Te betalen inkomen uit vermogen (D.4)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0,,
"F09_4","09.4 Tertiair onderwijs","D4","Te betalen inkomen uit vermogen (D.4)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F09_4","09.4 Tertiair onderwijs","D4","Te betalen inkomen uit vermogen (D.4)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",0,,
"F09_4","09.4 Tertiair onderwijs","D4","Te betalen inkomen uit vermogen (D.4)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F09_4","09.4 Tertiair onderwijs","D4","Te betalen inkomen uit vermogen (D.4)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F09_4","09.4 Tertiair onderwijs","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1300","Totale overheid","A","Jaarlijks","2017","2017",39,,
