"NFGOVCOFOG_FUNCTION","Government function","NFGOVCOFOG_ITEM","Item","NFGOVCOFOG_SECTOR","Institutional sector","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"F09_4","09.4 Tertiary education","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1300","General government","A","Annual","2016","2016",409.8,,
"F09_4","09.4 Tertiary education","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_4","09.4 Tertiary education","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1312","Communities and regions","A","Annual","2016","2016",408.9,,
"F09_4","09.4 Tertiary education","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1313","Local government","A","Annual","2016","2016",0.9,,
"F09_4","09.4 Tertiary education","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_4","09.4 Tertiary education","D1","Compensation of employees (D.1)","S1300","General government","A","Annual","2016","2016",2768.2,,
"F09_4","09.4 Tertiary education","D1","Compensation of employees (D.1)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_4","09.4 Tertiary education","D1","Compensation of employees (D.1)","S1312","Communities and regions","A","Annual","2016","2016",2565,,
"F09_4","09.4 Tertiary education","D1","Compensation of employees (D.1)","S1313","Local government","A","Annual","2016","2016",203.2,,
"F09_4","09.4 Tertiary education","D1","Compensation of employees (D.1)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_4","09.4 Tertiary education","D3","Subsidies (D.3)","S1300","General government","A","Annual","2016","2016",21.1,,
"F09_4","09.4 Tertiary education","D3","Subsidies (D.3)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_4","09.4 Tertiary education","D3","Subsidies (D.3)","S1312","Communities and regions","A","Annual","2016","2016",21.1,,
"F09_4","09.4 Tertiary education","D3","Subsidies (D.3)","S1313","Local government","A","Annual","2016","2016",0,,
"F09_4","09.4 Tertiary education","D3","Subsidies (D.3)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_4","09.4 Tertiary education","D4","Property income paid (D.4)","S1300","General government","A","Annual","2016","2016",0,,
"F09_4","09.4 Tertiary education","D4","Property income paid (D.4)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_4","09.4 Tertiary education","D4","Property income paid (D.4)","S1312","Communities and regions","A","Annual","2016","2016",0,,
"F09_4","09.4 Tertiary education","D4","Property income paid (D.4)","S1313","Local government","A","Annual","2016","2016",0,,
"F09_4","09.4 Tertiary education","D4","Property income paid (D.4)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_4","09.4 Tertiary education","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1300","General government","A","Annual","2016","2016",33.8,,
"F09_4","09.4 Tertiary education","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_4","09.4 Tertiary education","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1312","Communities and regions","A","Annual","2016","2016",33.8,,
"F09_4","09.4 Tertiary education","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1313","Local government","A","Annual","2016","2016",0,,
"F09_4","09.4 Tertiary education","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_4","09.4 Tertiary education","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1300","General government","A","Annual","2016","2016",551.3,,
"F09_4","09.4 Tertiary education","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1311","Federal government","A","Annual","2016","2016",0.1,,
"F09_4","09.4 Tertiary education","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1312","Communities and regions","A","Annual","2016","2016",542.2,,
"F09_4","09.4 Tertiary education","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1313","Local government","A","Annual","2016","2016",8.9,,
"F09_4","09.4 Tertiary education","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_4","09.4 Tertiary education","D7","Other current transfers (D.7)","S1300","General government","A","Annual","2016","2016",39.2,,
"F09_4","09.4 Tertiary education","D7","Other current transfers (D.7)","S1311","Federal government","A","Annual","2016","2016",114.4,,
"F09_4","09.4 Tertiary education","D7","Other current transfers (D.7)","S1312","Communities and regions","A","Annual","2016","2016",179.2,,
"F09_4","09.4 Tertiary education","D7","Other current transfers (D.7)","S1313","Local government","A","Annual","2016","2016",0.2,,
"F09_4","09.4 Tertiary education","D7","Other current transfers (D.7)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_4","09.4 Tertiary education","D9","Capital transfers (D.9)","S1300","General government","A","Annual","2016","2016",0.1,,
"F09_4","09.4 Tertiary education","D9","Capital transfers (D.9)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_4","09.4 Tertiary education","D9","Capital transfers (D.9)","S1312","Communities and regions","A","Annual","2016","2016",0.1,,
"F09_4","09.4 Tertiary education","D9","Capital transfers (D.9)","S1313","Local government","A","Annual","2016","2016",0,,
"F09_4","09.4 Tertiary education","D9","Capital transfers (D.9)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_4","09.4 Tertiary education","P3","Final consumption expenditure (P.3)","S1300","General government","A","Annual","2016","2016",2614.2,,
"F09_4","09.4 Tertiary education","P3","Final consumption expenditure (P.3)","S1311","Federal government","A","Annual","2016","2016",0.1,,
"F09_4","09.4 Tertiary education","P3","Final consumption expenditure (P.3)","S1312","Communities and regions","A","Annual","2016","2016",2409.4,,
"F09_4","09.4 Tertiary education","P3","Final consumption expenditure (P.3)","S1313","Local government","A","Annual","2016","2016",204.7,,
"F09_4","09.4 Tertiary education","P3","Final consumption expenditure (P.3)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_5","09.5 Education not definable by level","TOT","Total government expenditure","S1300","General government","A","Annual","2016","2016",2180.9,,
"F09_5","09.5 Education not definable by level","TOT","Total government expenditure","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_5","09.5 Education not definable by level","TOT","Total government expenditure","S1312","Communities and regions","A","Annual","2016","2016",1922.3,,
"F09_5","09.5 Education not definable by level","TOT","Total government expenditure","S1313","Local government","A","Annual","2016","2016",668.7,,
"F09_5","09.5 Education not definable by level","TOT","Total government expenditure","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_5","09.5 Education not definable by level","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1300","General government","A","Annual","2016","2016",366.8,,
"F09_5","09.5 Education not definable by level","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_5","09.5 Education not definable by level","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1312","Communities and regions","A","Annual","2016","2016",340.6,,
"F09_5","09.5 Education not definable by level","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1313","Local government","A","Annual","2016","2016",26.2,,
"F09_5","09.5 Education not definable by level","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_5","09.5 Education not definable by level","D1","Compensation of employees (D.1)","S1300","General government","A","Annual","2016","2016",1147.5,,
"F09_5","09.5 Education not definable by level","D1","Compensation of employees (D.1)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_5","09.5 Education not definable by level","D1","Compensation of employees (D.1)","S1312","Communities and regions","A","Annual","2016","2016",579.5,,
"F09_5","09.5 Education not definable by level","D1","Compensation of employees (D.1)","S1313","Local government","A","Annual","2016","2016",568,,
"F09_5","09.5 Education not definable by level","D1","Compensation of employees (D.1)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_5","09.5 Education not definable by level","D3","Subsidies (D.3)","S1300","General government","A","Annual","2016","2016",7.2,,
"F09_5","09.5 Education not definable by level","D3","Subsidies (D.3)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_5","09.5 Education not definable by level","D3","Subsidies (D.3)","S1312","Communities and regions","A","Annual","2016","2016",7.2,,
"F09_5","09.5 Education not definable by level","D3","Subsidies (D.3)","S1313","Local government","A","Annual","2016","2016",0,,
"F09_5","09.5 Education not definable by level","D3","Subsidies (D.3)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_5","09.5 Education not definable by level","D4","Property income paid (D.4)","S1300","General government","A","Annual","2016","2016",0,,
"F09_5","09.5 Education not definable by level","D4","Property income paid (D.4)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_5","09.5 Education not definable by level","D4","Property income paid (D.4)","S1312","Communities and regions","A","Annual","2016","2016",0,,
"F09_5","09.5 Education not definable by level","D4","Property income paid (D.4)","S1313","Local government","A","Annual","2016","2016",0,,
"F09_5","09.5 Education not definable by level","D4","Property income paid (D.4)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_5","09.5 Education not definable by level","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1300","General government","A","Annual","2016","2016",185.9,,
"F09_5","09.5 Education not definable by level","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_5","09.5 Education not definable by level","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1312","Communities and regions","A","Annual","2016","2016",185.9,,
"F09_5","09.5 Education not definable by level","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1313","Local government","A","Annual","2016","2016",0,,
"F09_5","09.5 Education not definable by level","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_5","09.5 Education not definable by level","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1300","General government","A","Annual","2016","2016",301.5,,
"F09_5","09.5 Education not definable by level","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_5","09.5 Education not definable by level","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1312","Communities and regions","A","Annual","2016","2016",234.5,,
"F09_5","09.5 Education not definable by level","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1313","Local government","A","Annual","2016","2016",67,,
"F09_5","09.5 Education not definable by level","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_5","09.5 Education not definable by level","D7","Other current transfers (D.7)","S1300","General government","A","Annual","2016","2016",168.8,,
"F09_5","09.5 Education not definable by level","D7","Other current transfers (D.7)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_5","09.5 Education not definable by level","D7","Other current transfers (D.7)","S1312","Communities and regions","A","Annual","2016","2016",560.9,,
"F09_5","09.5 Education not definable by level","D7","Other current transfers (D.7)","S1313","Local government","A","Annual","2016","2016",5.2,,
"F09_5","09.5 Education not definable by level","D7","Other current transfers (D.7)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_5","09.5 Education not definable by level","D9","Capital transfers (D.9)","S1300","General government","A","Annual","2016","2016",3.2,,
"F09_5","09.5 Education not definable by level","D9","Capital transfers (D.9)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_5","09.5 Education not definable by level","D9","Capital transfers (D.9)","S1312","Communities and regions","A","Annual","2016","2016",13.8,,
"F09_5","09.5 Education not definable by level","D9","Capital transfers (D.9)","S1313","Local government","A","Annual","2016","2016",2.3,,
"F09_5","09.5 Education not definable by level","D9","Capital transfers (D.9)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_5","09.5 Education not definable by level","P3","Final consumption expenditure (P.3)","S1300","General government","A","Annual","2016","2016",2969.8,,
"F09_5","09.5 Education not definable by level","P3","Final consumption expenditure (P.3)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_5","09.5 Education not definable by level","P3","Final consumption expenditure (P.3)","S1312","Communities and regions","A","Annual","2016","2016",2099.8,,
"F09_5","09.5 Education not definable by level","P3","Final consumption expenditure (P.3)","S1313","Local government","A","Annual","2016","2016",870,,
"F09_5","09.5 Education not definable by level","P3","Final consumption expenditure (P.3)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_6","09.6 Subsidiary services to education","TOT","Total government expenditure","S1300","General government","A","Annual","2016","2016",947.5,,
"F09_6","09.6 Subsidiary services to education","TOT","Total government expenditure","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_6","09.6 Subsidiary services to education","TOT","Total government expenditure","S1312","Communities and regions","A","Annual","2016","2016",664.7,,
"F09_6","09.6 Subsidiary services to education","TOT","Total government expenditure","S1313","Local government","A","Annual","2016","2016",344.5,,
"F09_6","09.6 Subsidiary services to education","TOT","Total government expenditure","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_6","09.6 Subsidiary services to education","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1300","General government","A","Annual","2016","2016",166.2,,
"F09_6","09.6 Subsidiary services to education","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_6","09.6 Subsidiary services to education","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1312","Communities and regions","A","Annual","2016","2016",152.6,,
"F09_6","09.6 Subsidiary services to education","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1313","Local government","A","Annual","2016","2016",13.6,,
"F09_6","09.6 Subsidiary services to education","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_6","09.6 Subsidiary services to education","D1","Compensation of employees (D.1)","S1300","General government","A","Annual","2016","2016",500.9,,
"F09_6","09.6 Subsidiary services to education","D1","Compensation of employees (D.1)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_6","09.6 Subsidiary services to education","D1","Compensation of employees (D.1)","S1312","Communities and regions","A","Annual","2016","2016",284.4,,
"F09_6","09.6 Subsidiary services to education","D1","Compensation of employees (D.1)","S1313","Local government","A","Annual","2016","2016",216.5,,
"F09_6","09.6 Subsidiary services to education","D1","Compensation of employees (D.1)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_6","09.6 Subsidiary services to education","D3","Subsidies (D.3)","S1300","General government","A","Annual","2016","2016",0.4,,
"F09_6","09.6 Subsidiary services to education","D3","Subsidies (D.3)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_6","09.6 Subsidiary services to education","D3","Subsidies (D.3)","S1312","Communities and regions","A","Annual","2016","2016",0.4,,
"F09_6","09.6 Subsidiary services to education","D3","Subsidies (D.3)","S1313","Local government","A","Annual","2016","2016",0,,
"F09_6","09.6 Subsidiary services to education","D3","Subsidies (D.3)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_6","09.6 Subsidiary services to education","D4","Property income paid (D.4)","S1300","General government","A","Annual","2016","2016",0,,
"F09_6","09.6 Subsidiary services to education","D4","Property income paid (D.4)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_6","09.6 Subsidiary services to education","D4","Property income paid (D.4)","S1312","Communities and regions","A","Annual","2016","2016",0,,
"F09_6","09.6 Subsidiary services to education","D4","Property income paid (D.4)","S1313","Local government","A","Annual","2016","2016",0,,
"F09_6","09.6 Subsidiary services to education","D4","Property income paid (D.4)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_6","09.6 Subsidiary services to education","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1300","General government","A","Annual","2016","2016",1.8,,
"F09_6","09.6 Subsidiary services to education","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_6","09.6 Subsidiary services to education","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1312","Communities and regions","A","Annual","2016","2016",1.8,,
"F09_6","09.6 Subsidiary services to education","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1313","Local government","A","Annual","2016","2016",0,,
"F09_6","09.6 Subsidiary services to education","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_6","09.6 Subsidiary services to education","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1300","General government","A","Annual","2016","2016",234.3,,
"F09_6","09.6 Subsidiary services to education","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_6","09.6 Subsidiary services to education","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1312","Communities and regions","A","Annual","2016","2016",194.4,,
"F09_6","09.6 Subsidiary services to education","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1313","Local government","A","Annual","2016","2016",39.9,,
"F09_6","09.6 Subsidiary services to education","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_6","09.6 Subsidiary services to education","D7","Other current transfers (D.7)","S1300","General government","A","Annual","2016","2016",43.5,,
"F09_6","09.6 Subsidiary services to education","D7","Other current transfers (D.7)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_6","09.6 Subsidiary services to education","D7","Other current transfers (D.7)","S1312","Communities and regions","A","Annual","2016","2016",30.9,,
"F09_6","09.6 Subsidiary services to education","D7","Other current transfers (D.7)","S1313","Local government","A","Annual","2016","2016",74.3,,
"F09_6","09.6 Subsidiary services to education","D7","Other current transfers (D.7)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_6","09.6 Subsidiary services to education","D9","Capital transfers (D.9)","S1300","General government","A","Annual","2016","2016",0.4,,
"F09_6","09.6 Subsidiary services to education","D9","Capital transfers (D.9)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_6","09.6 Subsidiary services to education","D9","Capital transfers (D.9)","S1312","Communities and regions","A","Annual","2016","2016",0.2,,
"F09_6","09.6 Subsidiary services to education","D9","Capital transfers (D.9)","S1313","Local government","A","Annual","2016","2016",0.2,,
"F09_6","09.6 Subsidiary services to education","D9","Capital transfers (D.9)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_6","09.6 Subsidiary services to education","P3","Final consumption expenditure (P.3)","S1300","General government","A","Annual","2016","2016",561,,
"F09_6","09.6 Subsidiary services to education","P3","Final consumption expenditure (P.3)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_6","09.6 Subsidiary services to education","P3","Final consumption expenditure (P.3)","S1312","Communities and regions","A","Annual","2016","2016",327,,
"F09_6","09.6 Subsidiary services to education","P3","Final consumption expenditure (P.3)","S1313","Local government","A","Annual","2016","2016",234,,
"F09_6","09.6 Subsidiary services to education","P3","Final consumption expenditure (P.3)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","TOT","Total government expenditure","S1300","General government","A","Annual","2016","2016",4.1,,
"F09_7","09.7 R&D Education","TOT","Total government expenditure","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","TOT","Total government expenditure","S1312","Communities and regions","A","Annual","2016","2016",4.1,,
"F09_7","09.7 R&D Education","TOT","Total government expenditure","S1313","Local government","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","TOT","Total government expenditure","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1300","General government","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1312","Communities and regions","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1313","Local government","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","D1","Compensation of employees (D.1)","S1300","General government","A","Annual","2016","2016",1.4,,
"F09_7","09.7 R&D Education","D1","Compensation of employees (D.1)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","D1","Compensation of employees (D.1)","S1312","Communities and regions","A","Annual","2016","2016",1.4,,
"F09_7","09.7 R&D Education","D1","Compensation of employees (D.1)","S1313","Local government","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","D1","Compensation of employees (D.1)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","D3","Subsidies (D.3)","S1300","General government","A","Annual","2016","2016",0.4,,
"F09_7","09.7 R&D Education","D3","Subsidies (D.3)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","D3","Subsidies (D.3)","S1312","Communities and regions","A","Annual","2016","2016",0.4,,
"F09_7","09.7 R&D Education","D3","Subsidies (D.3)","S1313","Local government","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","D3","Subsidies (D.3)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","D4","Property income paid (D.4)","S1300","General government","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","D4","Property income paid (D.4)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","D4","Property income paid (D.4)","S1312","Communities and regions","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","D4","Property income paid (D.4)","S1313","Local government","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","D4","Property income paid (D.4)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1300","General government","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1312","Communities and regions","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1313","Local government","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1300","General government","A","Annual","2016","2016",1.9,,
"F09_7","09.7 R&D Education","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1312","Communities and regions","A","Annual","2016","2016",1.9,,
"F09_7","09.7 R&D Education","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1313","Local government","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","D7","Other current transfers (D.7)","S1300","General government","A","Annual","2016","2016",0.5,,
"F09_7","09.7 R&D Education","D7","Other current transfers (D.7)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","D7","Other current transfers (D.7)","S1312","Communities and regions","A","Annual","2016","2016",0.5,,
"F09_7","09.7 R&D Education","D7","Other current transfers (D.7)","S1313","Local government","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","D7","Other current transfers (D.7)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","D9","Capital transfers (D.9)","S1300","General government","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","D9","Capital transfers (D.9)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","D9","Capital transfers (D.9)","S1312","Communities and regions","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","D9","Capital transfers (D.9)","S1313","Local government","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","D9","Capital transfers (D.9)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","P3","Final consumption expenditure (P.3)","S1300","General government","A","Annual","2016","2016",3.3,,
"F09_7","09.7 R&D Education","P3","Final consumption expenditure (P.3)","S1311","Federal government","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","P3","Final consumption expenditure (P.3)","S1312","Communities and regions","A","Annual","2016","2016",3.3,,
"F09_7","09.7 R&D Education","P3","Final consumption expenditure (P.3)","S1313","Local government","A","Annual","2016","2016",0,,
"F09_7","09.7 R&D Education","P3","Final consumption expenditure (P.3)","S1314","Social security funds","A","Annual","2016","2016",0,,
